Location,Tournament,Winner,Loser,B365W,B365L,year,tourney_id
Winston-Salem,Winston-Salem Open at Wake Forest University,Kukushkin M.,Haase R.,1.72,2.0,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Querrey S.,Johnson S.,1.8,1.9,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Granollers M.,Mathieu P.H.,1.83,1.83,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Lu Y.H.,Rola B.,1.28,3.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Andujar P.,Sijsling I.,2.5,1.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Rosol L.,Harrison R.,1.66,2.1,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Isner J.,Klahn B.,1.1,6.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Janowicz J.,Roger-Vasselin E.,1.66,2.1,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Goffin D.,Nieminen J.,1.4,2.75,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Garcia-Lopez G.,Young D.,2.5,1.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Lu Y.H.,Granollers M.,1.53,2.37,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Seppi A.,Mahut N.,1.61,2.2,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Rosol L.,Andujar P.,1.5,2.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Querrey S.,Anderson K.,2.1,1.66,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Isner J.,Kukushkin M.,1.16,4.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Lu Y.H.,Seppi A.,1.61,2.3,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Janowicz J.,Goffin D.,2.5,1.53,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Rosol L.,Isner J.,4.5,1.2,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Querrey S.,Garcia-Lopez G.,1.36,3.25,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Rosol L.,Lu Y.H.,2.62,1.5,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Janowicz J.,Querrey S.,2.1,1.66,2014,68.0
Winston-Salem,Winston-Salem Open at Wake Forest University,Rosol L.,Janowicz J.,2.37,1.57,2014,68.0
New York,US Open,Ebden M.,Kamke T.,3.0,1.36,2014,49.0
New York,US Open,Mayer L.,Montanes A.,1.16,5.0,2014,49.0
New York,US Open,Paire B.,Benneteau J.,2.5,1.5,2014,49.0
New York,US Open,Seppi A.,Stakhovsky S.,1.61,2.2,2014,49.0
New York,US Open,Kyrgios N.,Youzhny M.,2.1,1.66,2014,49.0
New York,US Open,Murray A.,Haase R.,1.03,15.0,2014,49.0
New York,US Open,Bachinger M.,Stepanek R.,4.0,1.22,2014,49.0
New York,US Open,Verdasco F.,Rola B.,1.18,4.5,2014,49.0
New York,US Open,Bolelli S.,Pospisil V.,4.0,1.22,2014,49.0
New York,US Open,Tsonga J.W.,Monaco J.,1.07,9.0,2014,49.0
New York,US Open,Carreno-Busta P.,Beck A.,1.83,1.83,2014,49.0
New York,US Open,Nedovyesov A.,Mcgee J.,1.72,2.0,2014,49.0
New York,US Open,Bellucci T.,Mahut N.,2.25,1.57,2014,49.0
New York,US Open,Kohlschreiber P.,Bagnis F.,1.06,10.0,2014,49.0
New York,US Open,Gojowczyk P.,Becker B.,2.1,1.66,2014,49.0
New York,US Open,Wawrinka S.,Vesely J.,1.1,7.0,2014,49.0
New York,US Open,Robredo T.,Roger-Vasselin E.,1.22,4.0,2014,49.0
New York,US Open,Kavcic B.,Young D.,2.75,1.4,2014,49.0
New York,US Open,Raonic M.,Daniel T.,1.02,17.0,2014,49.0
New York,US Open,Kuznetsov An.,Klahn B.,2.1,1.66,2014,49.0
New York,US Open,Chardy J.,Falla A.,1.25,3.75,2014,49.0
New York,US Open,Mathieu P.H.,Muller G.,2.75,1.4,2014,49.0
New York,US Open,Llodra M.,Gimeno-Traver D.,2.0,1.72,2014,49.0
New York,US Open,Djokovic N.,Schwartzman D.,1.002,34.0,2014,49.0
New York,US Open,Querrey S.,Gonzalez M.,1.11,6.5,2014,49.0
New York,US Open,Granollers M.,Melzer J.,1.83,1.83,2014,49.0
New York,US Open,Karlovic I.,Nieminen J.,1.53,2.37,2014,49.0
New York,US Open,Garcia-Lopez G.,Lu Y.H.,2.62,1.44,2014,49.0
New York,US Open,Nishikori K.,Odesnik W.,1.25,3.75,2014,49.0
New York,US Open,Delbonis F.,Rubin N.,1.28,3.5,2014,49.0
New York,US Open,Fognini F.,Golubev A.,1.3,3.4,2014,49.0
New York,US Open,Andujar P.,Sock J.,4.5,1.18,2014,49.0
New York,US Open,Struff J.L.,Kukushkin M.,2.75,1.4,2014,49.0
New York,US Open,Isner J.,Giron M.,1.05,11.0,2014,49.0
New York,US Open,Estrella Burgos V.,Sijsling I.,2.2,1.61,2014,49.0
New York,US Open,Mannarino A.,Riba P.,1.14,5.5,2014,49.0
New York,US Open,Gasquet R.,Istomin D.,1.33,3.25,2014,49.0
New York,US Open,Coric B.,Rosol L.,3.0,1.36,2014,49.0
New York,US Open,Lorenzi P.,Nishioka Y.,2.0,1.72,2014,49.0
New York,US Open,Bautista R.,Haider-Maurer A.,1.1,7.0,2014,49.0
New York,US Open,Simon G.,Albot R.,1.07,9.0,2014,49.0
New York,US Open,Ferrer D.,Dzumhur D.,1.02,19.0,2014,49.0
New York,US Open,Smyczek T.,Krajinovic F.,1.66,2.1,2014,49.0
New York,US Open,Groth S.,Ramos-Vinolas A.,2.0,1.72,2014,49.0
New York,US Open,Gonzalez A.,Tursunov D.,1.44,2.62,2014,49.0
New York,US Open,Monfils G.,Donaldson J.,1.04,13.0,2014,49.0
New York,US Open,Tomic B.,Brown D.,1.3,3.4,2014,49.0
New York,US Open,Federer R.,Matosevic M.,1.01,21.0,2014,49.0
New York,US Open,Lopez F.,Dodig I.,1.66,2.1,2014,49.0
New York,US Open,Anderson K.,Cuevas P.,1.22,4.33,2014,49.0
New York,US Open,Gabashvili T.,Giraldo S.,3.0,1.36,2014,49.0
New York,US Open,Marchenko I.,Chiudinelli M.,1.57,2.25,2014,49.0
New York,US Open,Klizan M.,Darcis S.,1.72,2.0,2014,49.0
New York,US Open,Janowicz J.,Lajovic D.,1.33,3.25,2014,49.0
New York,US Open,Cilic M.,Baghdatis M.,1.2,4.33,2014,49.0
New York,US Open,Berdych T.,Hewitt L.,1.16,5.0,2014,49.0
New York,US Open,Kudryavtsev A.,Donskoy E.,1.66,2.1,2014,49.0
New York,US Open,Ito T.,Johnson S.,4.0,1.22,2014,49.0
New York,US Open,Sousa J.,Dancevic F.,1.4,2.75,2014,49.0
New York,US Open,Goffin D.,Desein N.,1.05,10.0,2014,49.0
New York,US Open,Thiem D.,Lacko L.,1.57,2.25,2014,49.0
New York,US Open,Dimitrov G.,Harrison R.,1.08,8.0,2014,49.0
New York,US Open,Gulbis E.,De Schepper K.,1.12,6.0,2014,49.0
New York,US Open,Sela D.,Berlocq C.,1.36,3.0,2014,49.0
New York,US Open,Kavcic B.,Chardy J.,2.37,1.53,2014,49.0
New York,US Open,Wawrinka S.,Bellucci T.,1.08,8.0,2014,49.0
New York,US Open,Nishikori K.,Andujar P.,1.14,5.5,2014,49.0
New York,US Open,Kohlschreiber P.,Llodra M.,1.14,5.5,2014,49.0
New York,US Open,Querrey S.,Garcia-Lopez G.,1.44,2.62,2014,49.0
New York,US Open,Carreno-Busta P.,Paire B.,3.5,1.28,2014,49.0
New York,US Open,Isner J.,Struff J.L.,1.11,6.5,2014,49.0
New York,US Open,Tsonga J.W.,Nedovyesov A.,1.03,15.0,2014,49.0
New York,US Open,Mayer L.,Ebden M.,1.22,4.0,2014,49.0
New York,US Open,Djokovic N.,Mathieu P.H.,1.01,26.0,2014,49.0
New York,US Open,Robredo T.,Bolelli S.,1.16,5.0,2014,49.0
New York,US Open,Estrella Burgos V.,Coric B.,2.5,1.5,2014,49.0
New York,US Open,Kuznetsov An.,Verdasco F.,3.4,1.3,2014,49.0
New York,US Open,Kyrgios N.,Seppi A.,1.53,2.37,2014,49.0
New York,US Open,Raonic M.,Gojowczyk P.,1.08,8.0,2014,49.0
New York,US Open,Murray A.,Bachinger M.,1.07,9.0,2014,49.0
New York,US Open,Cilic M.,Marchenko I.,1.05,11.0,2014,49.0
New York,US Open,Anderson K.,Janowicz J.,1.61,2.2,2014,49.0
New York,US Open,Lopez F.,Ito T.,1.16,5.0,2014,49.0
New York,US Open,Monfils G.,Gonzalez A.,1.08,8.0,2014,49.0
New York,US Open,Dimitrov G.,Sela D.,1.1,7.0,2014,49.0
New York,US Open,Goffin D.,Sousa J.,1.2,4.33,2014,49.0
New York,US Open,Simon G.,Delbonis F.,1.22,4.0,2014,49.0
New York,US Open,Thiem D.,Gulbis E.,3.75,1.25,2014,49.0
New York,US Open,Gasquet R.,Lorenzi P.,1.05,11.0,2014,49.0
New York,US Open,Ferrer D.,Tomic B.,1.2,4.33,2014,49.0
New York,US Open,Berdych T.,Klizan M.,1.08,8.0,2014,49.0
New York,US Open,Bautista R.,Smyczek T.,1.36,3.0,2014,49.0
New York,US Open,Gabashvili T.,Kudryavtsev A.,1.5,2.5,2014,49.0
New York,US Open,Granollers M.,Karlovic I.,2.62,1.44,2014,49.0
New York,US Open,Mannarino A.,Fognini F.,2.75,1.4,2014,49.0
New York,US Open,Federer R.,Groth S.,1.01,26.0,2014,49.0
New York,US Open,Nishikori K.,Mayer L.,1.22,4.0,2014,49.0
New York,US Open,Raonic M.,Estrella Burgos V.,1.05,11.0,2014,49.0
New York,US Open,Murray A.,Kuznetsov An.,1.05,11.0,2014,49.0
New York,US Open,Djokovic N.,Querrey S.,1.01,21.0,2014,49.0
New York,US Open,Tsonga J.W.,Carreno-Busta P.,1.05,11.0,2014,49.0
New York,US Open,Kohlschreiber P.,Isner J.,2.25,1.57,2014,49.0
New York,US Open,Wawrinka S.,Kavcic B.,1.11,6.5,2014,49.0
New York,US Open,Robredo T.,Kyrgios N.,1.66,2.1,2014,49.0
New York,US Open,Simon G.,Ferrer D.,4.5,1.18,2014,49.0
New York,US Open,Cilic M.,Anderson K.,1.4,3.0,2014,49.0
New York,US Open,Berdych T.,Gabashvili T.,1.08,8.0,2014,49.0
New York,US Open,Federer R.,Granollers M.,1.01,21.0,2014,49.0
New York,US Open,Thiem D.,Lopez F.,2.2,1.61,2014,49.0
New York,US Open,Bautista R.,Mannarino A.,1.36,3.0,2014,49.0
New York,US Open,Monfils G.,Gasquet R.,1.61,2.2,2014,49.0
New York,US Open,Dimitrov G.,Goffin D.,1.22,4.0,2014,49.0
New York,US Open,Djokovic N.,Kohlschreiber P.,1.04,13.0,2014,49.0
New York,US Open,Murray A.,Tsonga J.W.,1.66,2.2,2014,49.0
New York,US Open,Wawrinka S.,Robredo T.,1.44,2.75,2014,49.0
New York,US Open,Nishikori K.,Raonic M.,2.0,1.8,2014,49.0
New York,US Open,Monfils G.,Dimitrov G.,2.1,1.72,2014,49.0
New York,US Open,Cilic M.,Simon G.,1.53,2.5,2014,49.0
New York,US Open,Berdych T.,Thiem D.,1.2,4.5,2014,49.0
New York,US Open,Federer R.,Bautista R.,1.05,11.0,2014,49.0
New York,US Open,Nishikori K.,Wawrinka S.,2.5,1.53,2014,49.0
New York,US Open,Djokovic N.,Murray A.,1.25,4.0,2014,49.0
New York,US Open,Cilic M.,Berdych T.,2.37,1.57,2014,49.0
New York,US Open,Federer R.,Monfils G.,1.25,4.0,2014,49.0
New York,US Open,Nishikori K.,Djokovic N.,7.0,1.1,2014,49.0
New York,US Open,Cilic M.,Federer R.,4.0,1.25,2014,49.0
New York,US Open,Cilic M.,Nishikori K.,2.0,1.8,2014,49.0
Metz,Open de Moselle,Mathieu P.H.,Becker B.,1.72,2.0,2014,51.0
Metz,Open de Moselle,Muller G.,Roger-Vasselin E.,2.2,1.61,2014,51.0
Metz,Open de Moselle,Przysiezny M.,Herbert P.H.,2.5,1.5,2014,51.0
Metz,Open de Moselle,Sijsling I.,Seppi A.,2.37,1.53,2014,51.0
Metz,Open de Moselle,Kamke T.,De Schepper K.,1.83,1.83,2014,51.0
Metz,Open de Moselle,Lorenzi P.,Lokoli L.,1.36,3.0,2014,51.0
Metz,Open de Moselle,Janowicz J.,Mannarino A.,1.61,2.2,2014,51.0
Metz,Open de Moselle,Sousa J.,Dodig I.,3.25,1.33,2014,51.0
Metz,Open de Moselle,Nieminen J.,Stakhovsky S.,1.36,3.0,2014,51.0
Metz,Open de Moselle,Struff J.L.,Lajovic D.,1.4,2.75,2014,51.0
Metz,Open de Moselle,Goffin D.,Serra F.,1.12,6.0,2014,51.0
Metz,Open de Moselle,Chardy J.,Mahut N.,1.72,2.0,2014,51.0
Metz,Open de Moselle,Tsonga J.W.,Muller G.,1.2,4.33,2014,51.0
Metz,Open de Moselle,Mathieu P.H.,Rosol L.,1.8,1.9,2014,51.0
Metz,Open de Moselle,Goffin D.,Kamke T.,1.25,3.75,2014,51.0
Metz,Open de Moselle,Sousa J.,Sijsling I.,1.72,2.0,2014,51.0
Metz,Open de Moselle,Kohlschreiber P..,Lorenzi P.,1.14,5.5,2014,51.0
Metz,Open de Moselle,Struff J.L.,Chardy J.,2.62,1.44,2014,51.0
Metz,Open de Moselle,Monfils G.,Przysiezny M.,1.07,9.0,2014,51.0
Metz,Open de Moselle,Janowicz J.,Nieminen J.,1.57,2.25,2014,51.0
Metz,Open de Moselle,Struff J.L.,Kohlschreiber P..,3.25,1.33,2014,51.0
Metz,Open de Moselle,Goffin D.,Tsonga J.W.,2.75,1.4,2014,51.0
Metz,Open de Moselle,Monfils G.,Janowicz J.,1.33,3.25,2014,51.0
Metz,Open de Moselle,Sousa J.,Mathieu P.H.,2.25,1.57,2014,51.0
Metz,Open de Moselle,Goffin D.,Struff J.L.,1.25,4.0,2014,51.0
Metz,Open de Moselle,Sousa J.,Monfils G.,6.0,1.12,2014,51.0
Metz,Open de Moselle,Goffin D.,Sousa J.,1.22,4.33,2014,51.0
Kuala Lumpur,Malaysian Open,Cuevas P.,Melzer J.,1.72,2.0,2014,53.0
Kuala Lumpur,Malaysian Open,Dodig I.,Moriya H.,1.2,4.33,2014,53.0
Kuala Lumpur,Malaysian Open,Krajinovic F.,Daniel T.,1.53,2.37,2014,53.0
Kuala Lumpur,Malaysian Open,Ram R.,Jasika O.,1.22,4.0,2014,53.0
Kuala Lumpur,Malaysian Open,Soeda G.,Takeuchi K.,1.1,7.0,2014,53.0
Kuala Lumpur,Malaysian Open,Petzschner P.,Ward J.,2.37,1.53,2014,53.0
Kuala Lumpur,Malaysian Open,Andujar P.,Burquier G.,1.3,3.4,2014,53.0
Kuala Lumpur,Malaysian Open,Nieminen J.,Oswald P.,1.08,7.5,2014,53.0
Kuala Lumpur,Malaysian Open,Herbert P.H.,Tomic B.,2.62,1.44,2014,53.0
Kuala Lumpur,Malaysian Open,Matosevic M.,Kyrgios N.,2.5,1.5,2014,53.0
Kuala Lumpur,Malaysian Open,Przysiezny M.,Jaziri M.,2.0,1.72,2014,53.0
Kuala Lumpur,Malaysian Open,Becker B.,Sousa J.,1.8,1.9,2014,53.0
Kuala Lumpur,Malaysian Open,Cuevas P.,Dodig I.,1.83,1.83,2014,53.0
Kuala Lumpur,Malaysian Open,Matosevic M.,Soeda G.,1.28,3.5,2014,53.0
Kuala Lumpur,Malaysian Open,Nishikori K.,Ram R.,1.07,8.0,2014,53.0
Kuala Lumpur,Malaysian Open,Benneteau J.,Krajinovic F.,1.44,2.62,2014,53.0
Kuala Lumpur,Malaysian Open,Nieminen J.,Mayer L.,1.83,1.83,2014,53.0
Kuala Lumpur,Malaysian Open,Becker B.,Herbert P.H.,1.33,3.25,2014,53.0
Kuala Lumpur,Malaysian Open,Andujar P.,Przysiezny M.,1.66,2.1,2014,53.0
Kuala Lumpur,Malaysian Open,Gulbis E.,Petzschner P.,1.16,5.0,2014,53.0
Kuala Lumpur,Malaysian Open,Benneteau J.,Cuevas P.,1.53,2.5,2014,53.0
Kuala Lumpur,Malaysian Open,Gulbis E.,Becker B.,1.33,3.25,2014,53.0
Kuala Lumpur,Malaysian Open,Nieminen J.,Andujar P.,1.3,3.5,2014,53.0
Kuala Lumpur,Malaysian Open,Nishikori K.,Matosevic M.,1.2,4.5,2014,53.0
Kuala Lumpur,Malaysian Open,Benneteau J.,Gulbis E.,2.62,1.5,2014,53.0
Kuala Lumpur,Malaysian Open,Nishikori K.,Nieminen J.,1.16,5.0,2014,53.0
Kuala Lumpur,Malaysian Open,Nishikori K.,Benneteau J.,1.3,3.5,2014,53.0
Shenzhen ,Shenzhen Open,Bolelli S.,Ebden M.,1.28,3.5,2014,71.0
Shenzhen ,Shenzhen Open,Devvarman S.,Gao X.,1.05,11.0,2014,71.0
Shenzhen ,Shenzhen Open,Monaco J.,Delbonis F.,1.8,1.9,2014,71.0
Shenzhen ,Shenzhen Open,Giraldo S.,Ouyang B.,1.04,13.0,2014,71.0
Shenzhen ,Shenzhen Open,Seppi A.,Gonzalez M.,1.53,2.37,2014,71.0
Shenzhen ,Shenzhen Open,Lacko L.,Donskoy E.,1.72,2.0,2014,71.0
Shenzhen ,Shenzhen Open,Muller G.,Chiudinelli M.,1.18,4.5,2014,71.0
Shenzhen ,Shenzhen Open,Pospisil V.,Gabashvili T.,1.36,3.0,2014,71.0
Shenzhen ,Shenzhen Open,Troicki V.,Klizan M.,1.83,1.83,2014,71.0
Shenzhen ,Shenzhen Open,Groth S.,Duckworth J.,1.53,2.37,2014,71.0
Shenzhen ,Shenzhen Open,Kokkinakis T.,Gerasimov E.,1.33,3.25,2014,71.0
Shenzhen ,Shenzhen Open,Berankis R.,Simon G.,4.0,1.22,2014,71.0
Shenzhen ,Shenzhen Open,Seppi A.,Bolelli S.,2.37,1.53,2014,71.0
Shenzhen ,Shenzhen Open,Gasquet R.,Muller G.,1.44,2.62,2014,71.0
Shenzhen ,Shenzhen Open,Monaco J.,Pospisil V.,2.37,1.53,2014,71.0
Shenzhen ,Shenzhen Open,Robredo T.,Groth S.,1.33,3.25,2014,71.0
Shenzhen ,Shenzhen Open,Giraldo S.,Kokkinakis T.,1.66,2.1,2014,71.0
Shenzhen ,Shenzhen Open,Lacko L.,Berankis R.,2.0,1.72,2014,71.0
Shenzhen ,Shenzhen Open,Troicki V.,Ferrer D.,4.0,1.22,2014,71.0
Shenzhen ,Shenzhen Open,Murray A.,Devvarman S.,1.03,15.0,2014,71.0
Shenzhen ,Shenzhen Open,Robredo T.,Seppi A.,1.44,2.62,2014,71.0
Shenzhen ,Shenzhen Open,Giraldo S.,Troicki V.,2.37,1.53,2014,71.0
Shenzhen ,Shenzhen Open,Monaco J.,Gasquet R.,4.0,1.22,2014,71.0
Shenzhen ,Shenzhen Open,Murray A.,Lacko L.,1.05,11.0,2014,71.0
Shenzhen ,Shenzhen Open,Robredo T.,Giraldo S.,1.44,2.75,2014,71.0
Shenzhen ,Shenzhen Open,Murray A.,Monaco J.,1.11,6.5,2014,71.0
Shenzhen ,Shenzhen Open,Murray A.,Robredo T.,1.3,3.5,2014,71.0
Beijing,China Open,Cilic M.,Bai Y.,1.03,15.0,2014,54.0
Beijing,China Open,Troicki V.,Youzhny M.,1.66,2.1,2014,54.0
Beijing,China Open,Pospisil V.,Rosol L.,1.44,2.62,2014,54.0
Beijing,China Open,Sousa J.,Gabashvili T.,2.0,1.72,2014,54.0
Beijing,China Open,Dimitrov G.,Verdasco F.,1.33,3.25,2014,54.0
Beijing,China Open,Berdych T.,Lopez F.,1.36,3.0,2014,54.0
Beijing,China Open,Gojowczyk P.,Karlovic I.,2.0,1.72,2014,54.0
Beijing,China Open,Isner J.,Giraldo S.,1.3,3.4,2014,54.0
Beijing,China Open,Djokovic N.,Garcia-Lopez G.,1.04,13.0,2014,54.0
Beijing,China Open,Robredo T.,Seppi A.,1.53,2.37,2014,54.0
Beijing,China Open,Andujar P.,Benneteau J.,2.75,1.4,2014,54.0
Beijing,China Open,Nadal R.,Gasquet R.,1.22,4.33,2014,54.0
Beijing,China Open,Cuevas P.,Kukushkin M.,2.1,1.66,2014,54.0
Beijing,China Open,Klizan M.,Mayer L.,2.1,1.66,2014,54.0
Beijing,China Open,Murray A.,Janowicz J.,1.18,4.5,2014,54.0
Beijing,China Open,Gulbis E.,Fognini F.,1.36,3.0,2014,54.0
Beijing,China Open,Djokovic N.,Pospisil V.,1.03,15.0,2014,54.0
Beijing,China Open,Isner J.,Robredo T.,1.5,2.5,2014,54.0
Beijing,China Open,Berdych T.,Troicki V.,1.16,5.0,2014,54.0
Beijing,China Open,Klizan M.,Gulbis E.,4.0,1.22,2014,54.0
Beijing,China Open,Dimitrov G.,Andujar P.,1.1,7.0,2014,54.0
Beijing,China Open,Nadal R.,Gojowczyk P.,1.04,13.0,2014,54.0
Beijing,China Open,Murray A.,Cuevas P.,1.1,7.0,2014,54.0
Beijing,China Open,Cilic M.,Sousa J.,1.1,7.0,2014,54.0
Beijing,China Open,Djokovic N.,Dimitrov G.,1.16,5.0,2014,54.0
Beijing,China Open,Murray A.,Cilic M.,1.72,2.0,2014,54.0
Beijing,China Open,Berdych T.,Isner J.,1.33,3.25,2014,54.0
Beijing,China Open,Klizan M.,Nadal R.,8.0,1.08,2014,54.0
Beijing,China Open,Djokovic N.,Murray A.,1.3,3.5,2014,54.0
Beijing,China Open,Berdych T.,Klizan M.,1.2,4.5,2014,54.0
Beijing,China Open,Djokovic N.,Berdych T.,1.14,5.5,2014,54.0
Tokyo,Rakuten Japan Open Tennis Championships,Johnson S.,Moriya H.,1.36,3.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Anderson K.,Thiem D.,1.5,2.5,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Muller G.,Delbonis F.,1.36,3.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Granollers M.,Ferrer D.,5.5,1.14,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Golubev A.,Herbert P-H.,2.1,1.66,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Sock J.,Dolgopolov O.,2.2,1.61,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Istomin D.,Daniel T.,1.36,3.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Becker B.,Nieminen J.,3.0,1.36,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Simon G.,Bautista R.,1.83,1.83,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Young D.,Soeda G.,1.66,2.1,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Melzer J.,Roger-Vasselin E.,2.25,1.57,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Ito T.,Wawrinka S.,10.0,1.06,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Chardy J.,Ram R.,1.36,3.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Przysiezny M.,Tsonga J.W.,8.0,1.08,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Raonic M.,Tomic B.,1.16,5.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Nishikori K.,Dodig I.,1.11,6.5,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Johnson S.,Granollers M.,2.0,1.72,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Sock J.,Golubev A.,1.33,3.25,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Simon G.,Muller G.,1.5,2.5,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Becker B.,Ito T.,1.57,2.25,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Istomin D.,Przysiezny M.,1.28,3.5,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Raonic M.,Melzer J.,1.11,6.5,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Nishikori K.,Young D.,1.06,10.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Chardy J.,Anderson K.,3.0,1.36,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Simon G.,Johnson S.,1.5,2.5,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Raonic M.,Istomin D.,1.12,6.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Nishikori K.,Chardy J.,1.22,4.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Becker B.,Sock J.,2.37,1.53,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Raonic M.,Simon G.,1.28,3.75,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Nishikori K.,Becker B.,1.12,6.0,2014,55.0
Tokyo,Rakuten Japan Open Tennis Championships,Nishikori K.,Raonic M.,1.9,1.8,2014,55.0
Shanghai,Shanghai Masters,Kukushkin M.,Robredo T.,3.5,1.28,2014,56.0
Shanghai,Shanghai Masters,Thiem D.,Rosol L.,1.57,2.25,2014,56.0
Shanghai,Shanghai Masters,Bautista R.,Dolgopolov O.,1.66,2.1,2014,56.0
Shanghai,Shanghai Masters,Isner J.,Andujar P.,1.18,4.5,2014,56.0
Shanghai,Shanghai Masters,Monaco J.,Sousa J.,1.53,2.37,2014,56.0
Shanghai,Shanghai Masters,Jaziri M.,Young D.,3.0,1.36,2014,56.0
Shanghai,Shanghai Masters,Lu Y.H.,Granollers M.,1.66,2.1,2014,56.0
Shanghai,Shanghai Masters,Karlovic I.,Cilic M.,4.33,1.2,2014,56.0
Shanghai,Shanghai Masters,Anderson K.,Ward J.,1.2,4.33,2014,56.0
Shanghai,Shanghai Masters,Gasquet R.,Chardy J.,1.36,3.0,2014,56.0
Shanghai,Shanghai Masters,Sock J.,Tomic B.,2.25,1.57,2014,56.0
Shanghai,Shanghai Masters,Dimitrov G.,Istomin D.,1.2,4.33,2014,56.0
Shanghai,Shanghai Masters,Benneteau J.,Zhang Z.,1.16,5.0,2014,56.0
Shanghai,Shanghai Masters,Youzhny M.,Gulbis E.,2.62,1.44,2014,56.0
Shanghai,Shanghai Masters,Johnson S.,Golubev A.,1.4,2.75,2014,56.0
Shanghai,Shanghai Masters,Lopez F.,Kokkinakis T.,1.4,2.75,2014,56.0
Shanghai,Shanghai Masters,Simon G.,Garcia-Lopez G.,1.4,2.75,2014,56.0
Shanghai,Shanghai Masters,Pospisil V.,Giraldo S.,1.36,3.0,2014,56.0
Shanghai,Shanghai Masters,Klizan M.,Groth S.,1.5,2.5,2014,56.0
Shanghai,Shanghai Masters,Wang C.,Fognini F.,13.0,1.04,2014,56.0
Shanghai,Shanghai Masters,Dodig I.,Cuevas P.,1.57,2.25,2014,56.0
Shanghai,Shanghai Masters,Janowicz J.,Roger-Vasselin E.,1.36,3.0,2014,56.0
Shanghai,Shanghai Masters,Murray A.,Gabashvili T.,1.05,11.0,2014,56.0
Shanghai,Shanghai Masters,Mayer L.,Wu D.,1.2,4.33,2014,56.0
Shanghai,Shanghai Masters,Karlovic I.,Lu Y.H.,1.8,1.9,2014,56.0
Shanghai,Shanghai Masters,Kukushkin M.,Anderson K.,2.75,1.4,2014,56.0
Shanghai,Shanghai Masters,Ferrer D.,Klizan M.,1.4,2.75,2014,56.0
Shanghai,Shanghai Masters,Jaziri M.,Wang C.,1.16,5.0,2014,56.0
Shanghai,Shanghai Masters,Simon G.,Wawrinka S.,2.5,1.5,2014,56.0
Shanghai,Shanghai Masters,Youzhny M.,Dodig I.,1.8,1.9,2014,56.0
